Gene_ID,Cas9_Status,Cas9_LHR,Cas9_gBlock,Cas9_RHR,Cas9_gRNA,Cas9_gBlock_size,Cpf1_Status,Cpf1_LHR,Cpf1_gBlock,Cpf1_RHR,Cpf1_gRNA,Cpf1_gBlock_size,Enzyme_recommended
PF3D7_1140100.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,116,Either
PF3D7_1461100.1,Success,Success,Success,Success,Success,143,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1213300.1,Warning,Warning,Warning,Success,Success,322,Success,Success,Success,Success,Success,215,Cpf1
PF3D7_0212800.1,Warning,Success,Success,Success,Warning,120,Success,Success,Success,Success,Success,17,Cpf1
PF3D7_0709050_C,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,350,Cpf1
PF3D7_1416900.1,Success,Success,Success,Success,Success,132,Warning,Warning,Success,Success,Success,176,Cas9
PF3D7_API06600.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1473600.1,Success,Success,Success,Success,Success,225,Success,Success,Success,Success,Success,177,Cpf1
PF3D7_0817500.1,Success,Success,Success,Success,Success,111,Success,Success,Success,Success,Success,238,Cas9
PF3D7_0305500.1,Success,Success,Success,Success,Success,302,Success,Success,Success,Success,Success,366,Cas9
PF3D7_1033100.1,Success,Success,Success,Success,Success,109,Warning,Success,Success,Warning,Success,213,Cas9
PF3D7_1238100.1,Success,Success,Success,Success,Success,117,Success,Success,Success,Success,Success,251,Cas9
PF3D7_0811700.1,Success,Success,Success,Success,Success,142,Warning,Success,Success,Success,Warning,555,Cas9
PF3D7_0309100.1,Success,Success,Success,Success,Success,62,Warning,Success,Success,Success,Warning,62,Cas9
PF3D7_1226900.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,474,Cas9
PF3D7_1138900_p,Error,-,-,-,Error,0,Warning,Warning,Success,Success,Success,0,Cpf1
PF3D7_0301200.1,Success,Success,Success,Success,Success,96,Success,Success,Success,Success,Success,151,Cas9
PF3D7_1459700.1,Success,Success,Success,Success,Success,147,Success,Success,Success,Success,Success,202,Cas9
PF3D7_1206700.1,Success,Success,Success,Success,Success,282,Success,Success,Success,Success,Success,282,Either
PF3D7_1135000.1,Success,Success,Success,Success,Success,12,Success,Success,Success,Success,Success,118,Cas9
PF3D7_1135000.2,Success,Success,Success,Success,Success,12,Success,Success,Success,Success,Success,118,Cas9
PF3D7_1209000.1,Warning,Warning,Warning,Success,Success,270,Warning,Success,Success,Success,Warning,296,Cpf1
PF3D7_0915400.1,Success,Success,Success,Success,Success,298,Success,Success,Success,Success,Success,392,Cas9
PF3D7_0707100.1,Warning,Warning,Success,Warning,Success,7,Error,-,-,-,Error,0,Cas9
PF3D7_1245500.1,Warning,Success,Success,Warning,Warning,114,Warning,Success,Success,Warning,Success,365,Cpf1
PF3D7_0805000.1,Success,Success,Success,Success,Success,113,Success,Success,Success,Success,Success,113,Either
PF3D7_0103900.1,Warning,Success,Success,Warning,Warning,294,Warning,Success,Success,Warning,Success,378,Cpf1
PF3D7_1246400.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,158,Cas9
PF3D7_1316200.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,272,Cas9
PF3D7_0903300.1,Success,Success,Success,Success,Success,145,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0932900.1,Warning,Success,Success,Success,Warning,447,Success,Success,Success,Success,Success,167,Cpf1
PF3D7_0904000.1,Success,Success,Success,Success,Success,318,Success,Success,Success,Success,Success,335,Cas9
PF3D7_0418500.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,122,Cpf1
PF3D7_1355900.1,Success,Success,Success,Success,Success,203,Success,Success,Success,Success,Success,396,Cas9
PF3D7_0513700.1,Success,Success,Success,Success,Success,175,Success,Success,Success,Success,Success,175,Either
PF3D7_0114200.1,Warning,Success,Success,Warning,Success,109,Warning,Success,Success,Warning,Warning,401,Cas9
PF3D7_0401200.1,Success,Success,Success,Success,Success,378,Warning,Success,Success,Warning,Success,430,Cas9
PF3D7_1011000.1,Warning,Warning,Success,Success,Success,277,Success,Success,Success,Success,Success,134,Cpf1
PF3D7_0220400.1,Success,Success,Success,Success,Success,329,Success,Success,Success,Success,Success,432,Cas9
PF3D7_1463400.1,Success,Success,Success,Success,Success,176,Success,Success,Success,Success,Success,194,Cas9
PF3D7_0627600.1,Warning,Success,Success,Warning,Success,149,Warning,Success,Success,Warning,Success,149,Either
PF3D7_1347700.1,Success,Success,Success,Success,Success,95,Success,Success,Success,Success,Success,146,Cas9
PF3D7_0710100.1,Success,Success,Success,Success,Success,171,Success,Success,Success,Success,Success,311,Cas9
malmito_rna_21_,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0504100.1,Success,Success,Success,Success,Success,81,Success,Success,Success,Success,Success,40,Cpf1
PF3D7_1436800.1,Success,Success,Success,Success,Success,344,Success,Success,Success,Success,Success,289,Cpf1
PF3D7_0924400.1,Success,Success,Success,Success,Success,260,Success,Success,Success,Success,Success,197,Cpf1
PF3D7_0933700.1,Success,Success,Success,Success,Success,183,Success,Success,Success,Success,Success,253,Cas9
PF3D7_1476400.1,Success,Success,Success,Success,Success,87,Success,Success,Success,Success,Success,202,Cas9
PF3D7_0509400.1,Success,Success,Success,Success,Success,138,Warning,Success,Success,Warning,Success,138,Cas9
PF3D7_0916700.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,20,Cpf1
PF3D7_1207700.1,Success,Success,Success,Success,Success,256,Warning,Warning,Success,Success,Success,209,Cas9
PF3D7_1457800.1,Success,Success,Success,Success,Success,134,Success,Success,Success,Success,Success,307,Cas9
PF3D7_0921000.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,133,Cas9
PF3D7_1314100.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,398,Cpf1
PF3D7_1356500.1,Success,Success,Success,Success,Success,266,Success,Success,Success,Success,Success,124,Cpf1
PF3D7_1433800.1,Success,Success,Success,Success,Success,273,Success,Success,Success,Success,Success,365,Cas9
PF3D7_0217400.1,Warning,Warning,Success,Success,Success,337,Success,Success,Success,Success,Success,370,Cpf1
PF3D7_1110700.1,Success,Success,Success,Success,Success,33,Success,Success,Success,Success,Success,162,Cas9
PF3D7_1023200.1,Warning,Success,Success,Success,Warning,208,Success,Success,Success,Success,Success,395,Cpf1
PF3D7_1123300.1,Success,Success,Success,Success,Success,316,Success,Success,Success,Success,Success,250,Cpf1
PF3D7_1111200.1,Warning,Success,Success,Warning,Success,125,Warning,Success,Success,Warning,Success,115,Cpf1
PF3D7_1441200.1,Success,Success,Success,Success,Success,249,Success,Success,Success,Success,Success,323,Cas9
PF3D7_0827800.1,Success,Success,Success,Success,Success,158,Success,Success,Success,Success,Success,116,Cpf1
PF3D7_1411300.1,Success,Success,Success,Success,Success,60,Success,Success,Success,Success,Success,60,Either
PF3D7_1373100.1,Success,Success,Success,Success,Success,363,Success,Success,Success,Success,Success,362,Cpf1
PF3D7_0401900.1,Success,Success,Success,Success,Success,493,Warning,Success,Success,Success,Warning,470,Cas9
PF3D7_0926600.1,Success,Success,Success,Success,Success,106,Success,Success,Success,Success,Success,106,Either
PF3D7_1251100.1,Warning,Warning,Warning,Success,Success,173,Warning,Warning,Warning,Success,Success,140,Cpf1
PF3D7_0920000.1,Warning,Success,Success,Success,Warning,262,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_0515100.1,Success,Success,Success,Success,Success,89,Warning,Warning,Warning,Success,Success,143,Cas9
PF3D7_0617500.1,Success,Success,Success,Success,Success,234,Success,Success,Success,Success,Success,259,Cas9
PF3D7_0410200.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1358500.1,Success,Success,Success,Success,Success,391,Success,Success,Success,Success,Success,368,Cpf1
PF3D7_0625100.1,Warning,Success,Success,Warning,Success,156,Warning,Success,Success,Warning,Success,265,Cas9
PF3D7_0207600.1,Success,Success,Success,Success,Success,325,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1423300.1,Warning,Success,Success,Success,Warning,134,Success,Success,Success,Success,Success,134,Cpf1
PF3D7_0527900.1,Success,Success,Success,Success,Success,173,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1436500.1,Success,Success,Success,Success,Success,226,Success,Success,Success,Success,Success,130,Cpf1
PF3D7_0532600.1,Warning,Success,Success,Warning,Success,143,Success,Success,Success,Success,Success,323,Cpf1
PF3D7_0932500.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,156,Cas9
PF3D7_0714300.1,Warning,Success,Success,Success,Warning,141,Success,Success,Success,Success,Success,141,Cpf1
PF3D7_0418400.1,Success,Success,Success,Success,Success,158,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1356900.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,126,Cpf1
PF3D7_1125000.1,Success,Success,Success,Success,Success,123,Warning,Warning,Success,Success,Success,123,Cas9
PF3D7_1221700.1,Success,Success,Success,Success,Success,172,Warning,Success,Success,Success,Warning,248,Cas9
PF3D7_1356400.1,Success,Success,Success,Success,Success,390,Success,Success,Success,Success,Success,272,Cpf1
PF3D7_1408600.1,Success,Success,Success,Success,Success,111,Success,Success,Success,Success,Success,131,Cas9
PF3D7_1103500.1,Success,Success,Success,Success,Success,422,Success,Success,Success,Success,Success,441,Cas9
PF3D7_0716600.1,Warning,Success,Success,Success,Warning,388,Success,Success,Success,Success,Success,332,Cpf1
PF3D7_0730400.1,Success,Success,Success,Success,Success,153,Warning,Success,Success,Success,Warning,116,Cas9
PF3D7_1009500.1,Success,Success,Success,Success,Success,89,Success,Success,Success,Success,Success,15,Cpf1
PF3D7_0710400.1,Warning,Success,Success,Success,Warning,366,Warning,Success,Success,Success,Warning,433,Cas9
PF3D7_0215200.1,Warning,Success,Success,Success,Warning,9,Success,Success,Success,Success,Success,172,Cpf1
PF3D7_0616500.1,Warning,Success,Success,Warning,Success,145,Success,Success,Success,Success,Success,145,Cpf1
PF3D7_0813800.1,Success,Success,Success,Success,Success,175,Success,Success,Success,Success,Success,185,Cas9
PF3D7_0522900.1,Success,Success,Success,Success,Success,402,Success,Success,Success,Success,Success,407,Cas9
PF3D7_1313300.1,Success,Success,Success,Success,Success,156,Success,Success,Success,Success,Success,279,Cas9
PF3D7_1368100.1,Success,Success,Success,Success,Success,54,Success,Success,Success,Success,Success,317,Cas9
PF3D7_0528300.1,Warning,Success,Success,Success,Warning,391,Success,Success,Success,Success,Success,356,Cpf1
PF3D7_1337400.1,Warning,Success,Success,Warning,Success,125,Warning,Warning,Success,Warning,Success,373,Cas9
PF3D7_1102800.1,Success,Success,Success,Success,Success,118,Warning,Warning,Success,Success,Success,259,Cas9
PF3D7_1360200.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,133,Cas9
PF3D7_0632300.1,Success,Success,Success,Success,Success,372,Success,Success,Success,Success,Success,356,Cpf1
PF3D7_0728300.1,Success,Success,Success,Success,Success,474,Success,Success,Success,Success,Success,474,Either
PF3D7_0606600.1,Success,Success,Success,Success,Success,59,Success,Success,Success,Success,Success,226,Cas9
PF3D7_1470000.1,Error,-,-,-,Error,0,Warning,Success,Success,Success,Warning,54,Cpf1
PF3D7_1322400.1,Success,Success,Success,Success,Success,148,Success,Success,Success,Success,Success,205,Cas9
PF3D7_0303600.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,20,Either
PF3D7_1230300.1,Success,Success,Success,Success,Success,134,Success,Success,Success,Success,Success,183,Cas9
PF3D7_0418800.1,Success,Success,Success,Success,Success,112,Success,Success,Success,Success,Success,47,Cpf1
PF3D7_1338400.1,Success,Success,Success,Success,Success,128,Success,Success,Success,Success,Success,128,Either
PF3D7_1303800.1,Success,Success,Success,Success,Success,170,Warning,Success,Success,Success,Warning,170,Cas9
PF3D7_1459300.1,Warning,Success,Success,Success,Warning,357,Warning,Success,Success,Success,Warning,353,Cpf1
PF3D7_0820000.1,Success,Success,Success,Success,Success,216,Warning,Warning,Warning,Success,Success,191,Cas9
PF3D7_1453900.1,Warning,Success,Success,Success,Warning,362,Warning,Success,Success,Success,Warning,494,Cas9
PF3D7_0622100.1,Success,Success,Success,Success,Success,179,Warning,Success,Success,Success,Warning,455,Cas9
PF3D7_1105300.1,Success,Success,Success,Success,Success,96,Success,Success,Success,Success,Success,117,Cas9
PF3D7_1458600.1,Warning,Success,Warning,Success,Success,3,Warning,Success,Warning,Success,Success,3,Either
PF3D7_1447100.1,Success,Success,Success,Success,Success,119,Success,Success,Success,Success,Success,193,Cas9
PF3D7_0111900.1,Success,Success,Success,Success,Success,74,Success,Success,Success,Success,Success,186,Cas9
PF3D7_1118800.1,Warning,Warning,Success,Success,Success,285,Warning,Success,Warning,Success,Success,4,Cpf1
PF3D7_0602900.1,Success,Success,Success,Success,Success,450,Success,Success,Success,Success,Success,450,Either
PF3D7_0806300.1,Success,Success,Success,Success,Success,215,Success,Success,Success,Success,Success,155,Cpf1
PF3D7_1446000_p,Warning,Warning,Success,Success,Warning,0,Warning,Warning,Success,Success,Success,0,Cpf1
PF3D7_0218900_p,Success,Success,Success,Success,Success,132,Error,Success,Success,Error,Success,132,Cas9
PF3D7_0523700.1,Success,Success,Success,Success,Success,415,Success,Success,Success,Success,Success,415,Either
PF3D7_1119900.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,317,Cas9
PF3D7_0525500.1,Success,Success,Success,Success,Success,270,Success,Success,Success,Success,Success,266,Cpf1
PF3D7_1215000.1,Success,Success,Success,Success,Success,342,Success,Success,Success,Success,Success,366,Cas9
PF3D7_0303700.1,Success,Success,Success,Success,Success,164,Success,Success,Success,Success,Success,224,Cas9
PF3D7_1344100.1,Success,Success,Success,Success,Success,0,Success,Success,Success,Success,Success,483,Cas9
PF3D7_1028800.1,Success,Success,Success,Success,Success,163,Success,Success,Success,Success,Success,165,Cas9
PF3D7_0409000.1,Warning,Success,Success,Success,Warning,432,Warning,Success,Success,Warning,Success,329,Cpf1
PF3D7_1113600.1,Success,Success,Success,Success,Success,127,Success,Success,Success,Success,Success,127,Either
PF3D7_0726500.1,Success,Success,Success,Success,Success,230,Success,Success,Success,Success,Success,71,Cpf1
PF3D7_API00900.,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1131700.1,Success,Success,Success,Success,Success,135,Success,Success,Success,Success,Success,222,Cas9
PF3D7_1477800.1,Success,Success,Success,Success,Success,239,Success,Success,Success,Success,Success,186,Cpf1
PF3D7_1101200.1,Success,Success,Success,Success,Success,355,Success,Success,Success,Success,Success,355,Either
PF3D7_1201000.1,Success,Success,Success,Success,Success,396,Success,Success,Success,Success,Success,425,Cas9
PF3D7_0419800.1,Warning,Success,Success,Warning,Success,145,Warning,Success,Success,Warning,Success,295,Cas9
PF3D7_0821000.1,Success,Success,Success,Success,Success,94,Success,Success,Success,Success,Success,117,Cas9
PF3D7_1327800.1,Success,Success,Success,Success,Success,350,Success,Success,Success,Success,Success,261,Cpf1
PF3D7_1021200.1,Warning,Success,Success,Warning,Success,252,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_0211400.1,Success,Success,Success,Success,Success,109,Success,Success,Success,Success,Success,119,Cas9
PF3D7_0100100.1,Warning,Success,Success,Warning,Warning,452,Warning,Success,Success,Warning,Success,274,Cpf1
PF3D7_1323400.1,Success,Success,Success,Success,Success,297,Success,Success,Success,Success,Success,193,Cpf1
PF3D7_0502600.1,Success,Success,Success,Success,Success,80,Success,Success,Success,Success,Success,127,Cas9
PF3D7_0632200.1,Success,Success,Success,Success,Success,285,Success,Success,Success,Success,Success,347,Cas9
PF3D7_1319900.1,Success,Success,Success,Success,Success,128,Success,Success,Success,Success,Success,128,Either
PF3D7_1015300.1,Success,Success,Success,Success,Success,179,Success,Success,Success,Success,Success,286,Cas9
PF3D7_1444200.1,Success,Success,Success,Success,Success,261,Success,Success,Success,Success,Success,7,Cpf1
PF3D7_0608600.1,Success,Success,Success,Success,Success,191,Success,Success,Success,Success,Success,403,Cas9
PF3D7_0912900.1,Warning,Success,Success,Warning,Success,431,Warning,Success,Success,Warning,Success,412,Cpf1
PF3D7_1016200.1,Success,Success,Success,Success,Success,436,Success,Success,Success,Success,Success,300,Cpf1
PF3D7_0806800.1,Success,Success,Success,Success,Success,18,Success,Success,Success,Success,Success,18,Either
PF3D7_0206600.1,Success,Success,Success,Success,Success,165,Success,Success,Success,Success,Success,172,Cas9
PF3D7_1255200.1,Warning,Success,Success,Success,Warning,443,Success,Success,Success,Success,Success,223,Cpf1
PF3D7_0400500.1,Success,Success,Success,Success,Success,374,Success,Success,Success,Success,Success,355,Cpf1
PF3D7_0829200.1,Warning,Success,Success,Warning,Success,389,Warning,Success,Success,Warning,Success,335,Cpf1
PF3D7_0907300.1,Success,Success,Success,Success,Success,300,Success,Success,Success,Success,Success,370,Cas9
PF3D7_1438500.1,Success,Success,Success,Success,Success,151,Success,Success,Success,Success,Success,277,Cas9
PF3D7_0405000.1,Success,Success,Success,Success,Success,299,Success,Success,Success,Success,Success,328,Cas9
PF3D7_0408200.1,Success,Success,Success,Success,Success,162,Error,-,-,-,Error,0,Cas9
PF3D7_1126200.1,Success,Success,Success,Success,Success,170,Success,Success,Success,Success,Success,257,Cas9
PF3D7_1022900.1,Warning,Warning,Success,Success,Success,183,Success,Success,Success,Success,Success,160,Cpf1
PF3D7_0527500.1,Success,Success,Success,Success,Success,371,Warning,Success,Success,Success,Warning,211,Cas9
PF3D7_1463300.1,Success,Success,Success,Success,Success,109,Success,Success,Success,Success,Success,370,Cas9
PF3D7_0708000.1,Success,Success,Success,Success,Success,96,Success,Success,Success,Success,Success,96,Either
PF3D7_1324000.1,Success,Success,Success,Success,Success,449,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1213700.1,Success,Success,Success,Success,Success,137,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_1414000.1,Warning,Warning,Success,Success,Success,81,Success,Success,Success,Success,Success,137,Cpf1
PF3D7_1139900.1,Warning,Warning,Success,Success,Success,175,Warning,Success,Success,Success,Warning,154,Cpf1
PF3D7_1124000.1,Warning,Success,Warning,Success,Success,227,Success,Success,Success,Success,Success,250,Cpf1
PF3D7_0713600.1,Success,Success,Success,Success,Success,437,Success,Success,Success,Success,Success,430,Cpf1
PF3D7_1447400.1,Warning,Warning,Success,Success,Success,35,Success,Success,Success,Success,Success,162,Cpf1
PF3D7_1417300.1,Success,Success,Success,Success,Success,59,Success,Success,Success,Success,Success,156,Cas9
PF3D7_0530200.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,314,Cas9
PF3D7_0501400.1,Success,Success,Success,Success,Success,181,Success,Success,Success,Success,Success,248,Cas9
PF3D7_1135800.1,Warning,Success,Success,Success,Warning,140,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_0417100.1,Success,Success,Success,Success,Success,207,Success,Success,Success,Success,Success,150,Cpf1
PF3D7_1358100.1,Success,Success,Success,Success,Success,434,Success,Success,Success,Success,Success,236,Cpf1
PF3D7_0105500.1,Warning,Success,Success,Success,Warning,457,Success,Success,Success,Success,Success,407,Cpf1
PF3D7_0423900.1,Success,Success,Success,Success,Success,156,Success,Success,Success,Success,Success,156,Either
PF3D7_0721900.1,Success,Success,Success,Success,Success,86,Success,Success,Success,Success,Success,86,Either
PF3D7_1307900.1,Error,-,-,-,Error,0,Warning,Warning,Success,Success,Success,176,Cpf1
PF3D7_1422700.1,Success,Success,Success,Success,Success,286,Success,Success,Success,Success,Success,232,Cpf1
PF3D7_1359000.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,257,Cas9
PF3D7_0629100.1,Success,Success,Success,Success,Success,20,Warning,Success,Success,Warning,Success,320,Cas9
PF3D7_0927300.1,Success,Success,Success,Success,Success,20,Success,Success,Success,Success,Success,20,Either
PF3D7_0934500.1,Success,Success,Success,Success,Success,146,Warning,Success,Success,Warning,Success,20,Cas9
PF3D7_1138700.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,226,Cpf1
PF3D7_1466900.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,417,Cas9
PF3D7_1479300.1,Warning,Success,Success,Success,Warning,375,Success,Success,Success,Success,Success,314,Cpf1
PF3D7_0937400.1,Warning,Success,Success,Success,Warning,480,Success,Success,Success,Success,Success,356,Cpf1
PF3D7_1149300.1,Success,Success,Success,Success,Success,224,Success,Success,Success,Success,Success,224,Either
PF3D7_1126300.1,Warning,Success,Success,Success,Warning,74,Success,Success,Success,Success,Success,74,Cpf1
PF3D7_0600100.1,Success,Success,Success,Success,Success,154,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0509700.1,Success,Success,Success,Success,Success,189,Success,Success,Success,Success,Success,219,Cas9
PF3D7_1234900.1,Success,Success,Success,Success,Success,179,Success,Success,Success,Success,Success,221,Cas9
PF3D7_1362600.1,Warning,Success,Warning,Success,Success,241,Warning,Success,Success,Success,Warning,294,Cas9
PF3D7_1339800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,125,Cpf1
PF3D7_1119800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,9,Cpf1
PF3D7_1467300.1,Success,Success,Success,Success,Success,282,Success,Success,Success,Success,Success,383,Cas9
PF3D7_1323800.1,Success,Success,Success,Success,Success,227,Success,Success,Success,Success,Success,227,Either
PF3D7_1023100.1,Success,Success,Success,Success,Success,182,Warning,Success,Warning,Success,Success,5,Cas9
PF3D7_0608700.1,Success,Success,Success,Success,Success,139,Success,Success,Success,Success,Success,159,Cas9
PF3D7_1135400.1,Success,Success,Success,Success,Success,171,Success,Success,Success,Success,Success,139,Cpf1
PF3D7_1400100.1,Warning,Success,Success,Success,Warning,490,Success,Success,Success,Success,Success,189,Cpf1
PF3D7_0528700.1,Success,Success,Success,Success,Success,333,Success,Success,Success,Success,Success,278,Cpf1
PF3D7_1407000.1,Success,Success,Success,Success,Success,173,Success,Success,Success,Success,Success,199,Cas9
PF3D7_1135900.1,Success,Success,Success,Success,Success,104,Success,Success,Success,Success,Success,73,Cpf1
PF3D7_1028900.1,Success,Success,Success,Success,Success,290,Success,Success,Success,Success,Success,174,Cpf1
PF3D7_0810700.1,Warning,Success,Success,Warning,Success,118,Warning,Success,Success,Warning,Success,159,Cas9
PF3D7_0912500.1,Success,Success,Success,Success,Success,45,Success,Success,Success,Success,Success,45,Either
PF3D7_1218500.1,Success,Success,Success,Success,Success,116,Success,Success,Success,Success,Success,116,Either
PF3D7_1347300.1,Success,Success,Success,Success,Success,147,Success,Success,Success,Success,Success,82,Cpf1
PF3D7_0519000.1,Warning,Success,Success,Success,Warning,384,Success,Success,Success,Success,Success,368,Cpf1
PF3D7_1214100.1,Success,Success,Success,Success,Success,108,Success,Success,Success,Success,Success,150,Cas9
PF3D7_0403300.1,Warning,Warning,Success,Success,Warning,112,Success,Success,Success,Success,Success,66,Cpf1
PF3D7_1435800.1,Error,-,-,-,Error,0,Success,Success,Success,Success,Success,253,Cpf1
PF3D7_1438700.1,Success,Success,Success,Success,Success,154,Warning,Warning,Success,Success,Success,182,Cas9
PF3D7_1470400.1,Success,Success,Success,Success,Success,127,Success,Success,Success,Success,Success,184,Cas9
PF3D7_1039400.1,Warning,Success,Success,Success,Warning,189,Success,Success,Success,Success,Success,343,Cpf1
PF3D7_0215500.1,Success,Success,Success,Success,Success,15,Success,Success,Success,Success,Success,15,Either
PF3D7_1479200.1,Warning,Success,Success,Success,Warning,477,Success,Success,Success,Success,Success,407,Cpf1
PF3D7_0531600.1,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_1474500.1,Success,Success,Success,Success,Success,376,Success,Success,Success,Success,Success,294,Cpf1
PF3D7_0517400.1,Success,Success,Success,Success,Success,146,Warning,Success,Warning,Success,Success,77,Cas9
PF3D7_0320100.1,Success,Success,Success,Success,Success,155,Success,Success,Success,Success,Success,131,Cpf1
PF3D7_1029400.1,Warning,Success,Success,Warning,Success,165,Warning,Success,Success,Warning,Success,165,Either
PF3D7_1139500.1,Success,Success,Success,Success,Success,228,Success,Success,Success,Success,Success,123,Cpf1
PF3D7_1139500.2,Success,Success,Success,Success,Success,195,Success,Success,Success,Success,Success,195,Either
PF3D7_0530300.1,Success,Success,Success,Success,Success,226,Success,Success,Success,Success,Success,226,Either
PF3D7_1133300.1,Success,Success,Success,Success,Success,369,Warning,Success,Success,Success,Warning,342,Cas9
PF3D7_1337300.1,Success,Success,Success,Success,Success,302,Success,Success,Success,Success,Success,302,Either
PF3D7_1362700.1,Warning,Success,Success,Success,Warning,220,Success,Success,Success,Success,Success,175,Cpf1
PF3D7_1434900.1,Success,Success,Success,Success,Success,283,Success,Success,Success,Success,Success,204,Cpf1
PF3D7_1111600.1,Warning,Success,Success,Success,Warning,172,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_0724100.1,Success,Success,Success,Success,Success,125,Success,Success,Success,Success,Success,125,Either
PF3D7_1430500.1,Success,Success,Success,Success,Success,404,Success,Success,Success,Success,Success,3,Cpf1
PF3D7_1000100.1,Warning,Success,Success,Success,Warning,445,Success,Success,Success,Success,Success,302,Cpf1
PF3D7_1449800.1,Success,Success,Success,Success,Success,120,Success,Success,Success,Success,Success,173,Cas9
PF3D7_0629000.1,Success,Success,Success,Success,Success,160,Success,Success,Success,Success,Success,250,Cas9
PF3D7_0515500.1,Warning,Success,Warning,Success,Success,401,Success,Success,Success,Success,Success,108,Cpf1
PF3D7_1250900.1,Error,-,-,-,Error,0,Warning,Success,Success,Warning,Success,245,Cpf1
PF3D7_1203800_p,Error,-,-,-,Error,0,Error,-,-,-,Error,0,None
PF3D7_0110400.1,Warning,Success,Success,Warning,Success,373,Warning,Success,Success,Warning,Success,326,Cpf1
PF3D7_0825500.1,Success,Success,Success,Success,Success,354,Success,Success,Success,Success,Success,165,Cpf1
PF3D7_0526200.2,Warning,Success,Success,Success,Warning,140,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_0526200.1,Warning,Success,Success,Success,Warning,140,Success,Success,Success,Success,Success,140,Cpf1
PF3D7_0914200.1,Warning,Success,Success,Warning,Success,124,Warning,Success,Success,Warning,Success,305,Cas9
PF3D7_1114400.1,Success,Success,Success,Success,Success,173,Error,-,-,-,Error,0,Cas9
PF3D7_1209900.1,Warning,Success,Success,Warning,Success,324,Warning,Success,Success,Warning,Success,398,Cas9
PF3D7_1345100.1,Warning,Success,Warning,Success,Success,217,Success,Success,Success,Success,Success,246,Cpf1
PF3D7_1034600.1,Success,Success,Success,Success,Success,219,Warning,Success,Success,Success,Warning,322,Cas9
PF3D7_1105400.1,Success,Success,Success,Success,Success,301,Success,Success,Success,Success,Success,296,Cpf1
PF3D7_1341300.1,Success,Success,Success,Success,Success,135,Success,Success,Success,Success,Success,269,Cas9
PF3D7_1475000.1,Error,-,-,-,Error,0,Warning,Warning,Success,Success,Warning,396,Cpf1
PF3D7_1473500.1,Warning,Success,Success,Warning,Success,306,Warning,Success,Success,Warning,Success,425,Cas9
PF3D7_1431300.1,Success,Success,Success,Success,Success,102,Success,Success,Success,Success,Success,0,Cpf1
PF3D7_1332900.1,Warning,Success,Success,Warning,Success,112,Warning,Success,Success,Warning,Warning,302,Cas9
PF3D7_1411700.1,Warning,Success,Success,Warning,Success,216,Warning,Success,Success,Warning,Success,312,Cas9
PF3D7_1437500.1,Success,Success,Success,Success,Success,131,Success,Success,Success,Success,Success,340,Cas9
PF3D7_0802100.1,Success,Success,Success,Success,Success,142,Success,Success,Success,Success,Success,142,Either
PF3D7_0908600.1,Success,Success,Success,Success,Success,133,Success,Success,Success,Success,Success,299,Cas9
